"","Term","business","culture","datademirutottori","opinion","press_release","public","total"
"3562","Life",0,0,0,1,0,0,1
"3563","line",1,0,0,0,0,0,1
"3564","LIVE",0,0,0,1,0,0,1
"3565","ｍ",0,0,0,0,0,1,1
"3566","㎡、",1,0,0,0,0,0,1
"3567","Maas",0,0,0,1,0,0,1
"3568","MaaS",0,0,0,1,0,0,1
"3569","MAP",1,0,0,0,0,0,1
"3570","MEDIA",0,0,0,1,0,0,1
"3571","meet",1,0,0,0,0,0,1
"3572","Mobility",0,0,0,1,0,0,1
"3573","ＮＨＫ",0,0,0,0,1,0,1
"3574","ＮＰＯ",1,0,0,0,0,0,1
"3575","NY",0,0,0,0,1,0,1
"3576","of",1,0,0,0,0,0,1
"3577","On",1,0,0,0,0,0,1
"3578","or",0,0,0,0,0,1,1
"3579","Origami",1,0,0,0,0,0,1
"3580","Palette",1,0,0,0,0,0,1
"3581","part",1,0,0,0,0,0,1
"3582","PDCA",1,0,0,0,0,0,1
"3583","Photoshop",0,0,0,1,0,0,1
"3584","Plan",1,0,0,0,0,0,1
"3585","Premier",0,0,0,1,0,0,1
"3586","Prudential",0,0,0,1,0,0,1
"3587","ＰＴＡ",0,0,0,1,0,0,1
"3588","ROUND",0,0,0,1,0,0,1
"3589","Sansan",0,0,0,1,0,0,1
"3590","scope",0,0,1,0,0,0,1
"3591","SDGｓ",0,0,0,0,1,0,1
"3592","ＳＤＧｓ",0,0,0,1,0,0,1
"3593","Service",0,0,0,1,0,0,1
"3594","SHARE",0,0,0,1,0,0,1
"3595","Spirit",0,0,0,1,0,0,1
"3596","Startup",0,0,0,1,0,0,1
"3597","Suica",1,0,0,0,0,0,1
"3598","Takram",1,0,0,0,0,0,1
"3599","Tch",0,0,0,1,0,0,1
"3600","Teaching",0,0,0,1,0,0,1
"3601","Technology",1,0,0,0,0,0,1
"3602","TED",0,0,0,1,0,0,1
"3603","Tel",0,0,1,0,0,0,1
"3604","TFJ",0,0,0,0,1,0,1
"3605","the",1,0,0,0,0,0,1
"3606","Things",1,0,0,0,0,0,1
"3607","TORICO",0,0,0,0,1,0,1
"3608","training",1,0,0,0,0,0,1
"3609","TYO",0,0,0,1,0,0,1
"3610","Uber",0,0,0,1,0,0,1
"3611","UberEATS",1,0,0,0,0,0,1
"3612","Uncertainty",0,0,0,1,0,0,1
"3613","Visa",1,0,0,0,0,0,1
"3614","VISION",0,0,0,0,1,0,1
"3615","Volantility",0,0,0,1,0,0,1
"3616","VUCA",0,0,0,1,0,0,1
"3617","W",0,0,0,1,0,0,1
"3618","Weekend",0,0,0,1,0,0,1
"3619","wekipedia",0,0,1,0,0,0,1
"3620","west",1,0,0,0,0,0,1
"3621","WHO",0,0,0,0,0,1,1
"3622","Wi",0,0,0,1,0,0,1
"3623","Wii",0,0,0,1,0,0,1
"3624","Wikipedia",0,0,0,0,0,1,1
"3625","With",0,0,0,1,0,0,1
"3626","X",0,0,0,1,0,0,1
"3627","Y",1,0,0,0,0,0,1
"3628","Yes",0,0,0,1,0,0,1
"3629","your",1,0,0,0,0,0,1
"3630","YOUTUBE",1,0,0,0,0,0,1
"3631","アーチ",0,0,0,0,0,1,1
"3632","あい",1,0,0,0,0,0,1
"3633","アイディア",0,0,0,0,1,0,1
"3634","アセット",0,0,0,1,0,0,1
"3635","アソビュー",0,0,0,0,0,1,1
"3636","アドバンテージ",1,0,0,0,0,0,1
"3637","アドビ",0,0,0,1,0,0,1
"3638","アナリスト",1,0,0,0,0,0,1
"3639","アナログ",0,0,0,1,0,0,1
"3640","アニメ",1,0,0,0,0,0,1
"3641","アバウト",0,0,1,0,0,0,1
"3642","アフリカ",0,0,0,1,0,0,1
"3643","アマビエ",0,0,0,0,0,1,1
"3644","アミューズメント",0,0,0,0,0,1,1
"3645","アラート",1,0,0,0,0,0,1
"3646","アリーナ",0,0,0,1,0,0,1
"3647","アルジェリア",0,0,0,1,0,0,1
"3648","アルベール",0,0,0,1,0,0,1
"3649","アンクリエイティブ",0,0,0,1,0,0,1
"3650","アンチテーゼ",1,0,0,0,0,0,1
"3651","アントプレナー",0,0,0,1,0,0,1
"3652","アンニュイ",0,0,0,1,0,0,1
"3653","アンバサダー",0,0,0,1,0,0,1
"3654","イオン",0,0,0,1,0,0,1
"3655","イキナセカイ",0,0,0,1,0,0,1
"3656","イコール",0,0,1,0,0,0,1
"3657","イサキ",0,0,0,1,0,0,1
"3658","いち",1,0,0,0,0,0,1
"3659","いち早い",0,0,0,1,0,0,1
"3660","いつか",0,0,0,1,0,0,1
"3661","いっぱい",1,0,0,0,0,0,1
"3662","イノシシ",0,0,0,1,0,0,1
"3663","いびつ",0,0,1,0,0,0,1
"3664","イラスト",0,0,0,0,0,1,1
"3665","いろいろ",1,0,0,0,0,0,1
"3666","インターン",0,0,1,0,0,0,1
"3667","インダス",0,0,1,0,0,0,1
"3668","インパクト",0,0,0,0,1,0,1
"3669","インフォデミック",0,0,0,1,0,0,1
"3670","インフルエンザ",0,0,0,0,0,1,1
"3671","ウィズ",0,0,0,1,0,0,1
"3672","ウーバーイーツ",1,0,0,0,0,0,1
"3673","ウエスト",1,0,0,0,0,0,1
"3674","ヴェネツィア",0,0,0,1,0,0,1
"3675","ウェルカニキャンペーン",0,0,0,0,1,0,1
"3676","ウォーターフォールチャート",1,0,0,0,0,0,1
"3677","うつわ",1,0,0,0,0,0,1
"3678","うつ病",1,0,0,0,0,0,1
"3679","うめ",1,0,0,0,0,0,1
"3680","うれしい",0,0,0,0,0,1,1
"3681","ぇ",0,0,0,1,0,0,1
"3682","エアコン",1,0,0,0,0,0,1
"3683","エース",0,0,0,1,0,0,1
"3684","エキスパート",1,0,0,0,0,0,1
"3685","エグゼクティブ",1,0,0,0,0,0,1
"3686","エチケット",0,0,0,0,0,1,1
"3687","エッセンス",0,0,0,1,0,0,1
"3688","エピソード",1,0,0,0,0,0,1
"3689","エポックメーキング",0,0,0,1,0,0,1
"3690","エル",1,0,0,0,0,0,1
"3691","エンジン",0,0,0,1,0,0,1
"3692","エンター",1,0,0,0,0,0,1
"3693","エンターテイメント",1,0,0,0,0,0,1
"3694","エンド",0,0,0,1,0,0,1
"3695","オーシャンビュー",0,0,0,0,1,0,1
"3696","オート",1,0,0,0,0,0,1
"3697","オーバーワーク",1,0,0,0,0,0,1
"3698","オープニング",0,0,0,1,0,0,1
"3699","オクラ",0,0,0,1,0,0,1
"3700","おじ",1,0,0,0,0,0,1
"3701","おしまい",1,0,0,0,0,0,1
"3702","おしゃべり",0,0,0,0,0,1,1
"3703","オフ",0,0,0,1,0,0,1
"3704","オファー",0,0,0,1,0,0,1
"3705","オフシーズン",1,0,0,0,0,0,1
"3706","おもい",1,0,0,0,0,0,1
"3707","オランダ",1,0,0,0,0,0,1
"3708","おろか",0,0,0,1,0,0,1
"3709","オン",0,0,0,1,0,0,1
"3710","お化け",0,0,0,1,0,0,1
"3711","お祝い",1,0,0,0,0,0,1
"3712","お出かけ",0,0,1,0,0,0,1
"3713","お前",0,0,0,1,0,0,1
"3714","お待ち",0,0,0,0,1,0,1
"3715","お知らせ",0,0,0,0,1,0,1
"3716","お茶",1,0,0,0,0,0,1
"3717","お湯",0,0,0,0,1,0,1
"3718","お答え",1,0,0,0,0,0,1
"3719","お披露目",0,0,0,0,1,0,1
"3720","お盆",0,0,0,0,0,1,1
"3721","お誘い",0,0,0,1,0,0,1
"3722","お礼",0,0,0,0,0,1,1
"3723","カ",1,0,0,0,0,0,1
"3724","カー",0,0,0,1,0,0,1
"3725","カオス",0,0,0,1,0,0,1
"3726","かぎり",0,0,0,1,0,0,1
"3727","カジュアル",1,0,0,0,0,0,1
"3728","カスタマージャーニーマップ",1,0,0,0,0,0,1
"3729","ガスト",0,0,0,0,0,1,1
"3730","ガソリンスタンド",1,0,0,0,0,0,1
"3731","かた",1,0,0,0,0,0,1
"3732","がた",0,0,1,0,0,0,1
"3733","かたち",0,0,0,1,0,0,1
"3734","ガチンコ",0,0,0,0,1,0,1
"3735","カテゴリー",0,0,0,1,0,0,1
"3736","カナダ",0,0,0,1,0,0,1
"3737","かに",0,0,0,0,1,0,1
"3738","カフェ",0,0,0,0,1,0,1
"3739","かまくら",0,0,0,1,0,0,1
"3740","カメラ",0,0,0,1,0,0,1
"3741","かも",0,0,1,0,0,0,1
"3742","ガラ",0,0,0,0,1,0,1
"3743","ガラクタ",0,0,0,1,0,0,1
"3744","ガラケー",0,0,1,0,0,0,1
"3745","カリキュラム",0,0,0,1,0,0,1
"3746","カレイ",1,0,0,0,0,0,1
"3747","カレーライス",0,0,0,0,0,1,1
"3748","かん",1,0,0,0,0,0,1
"3749","カンニング",1,0,0,0,0,0,1
"3750","カンヌ国際映画祭",0,0,0,1,0,0,1
"3751","カンパニー",0,0,0,0,0,1,1
"3752","カ国",1,0,0,0,0,0,1
"3753","ヵ所",0,0,0,1,0,0,1
"3754","か所",0,0,1,0,0,0,1
"3755","キーマン",0,0,0,0,1,0,1
"3756","ぎこばん",0,0,0,0,0,1,1
"3757","きつい",1,0,0,0,0,0,1
"3758","きやすい",1,0,0,0,0,0,1
"3759","キャッシュレスサービス",1,0,0,0,0,0,1
"3760","キャッチコピー",0,0,0,0,0,1,1
"3761","キャパシティ",1,0,0,0,0,0,1
"3762","キャベツ",1,0,0,0,0,0,1
"3763","キャラ",1,0,0,0,0,0,1
"3764","キャラクター",1,0,0,0,0,0,1
"3765","キュウリ",0,0,0,1,0,0,1
"3766","きり",0,0,1,0,0,0,1
"3767","ギリギリ",1,0,0,0,0,0,1
"3768","キリロム",0,0,0,1,0,0,1
"3769","キロ",0,0,0,0,1,0,1
"3770","くい",0,0,0,0,1,0,1
"3771","クオリティー",1,0,0,0,0,0,1
"3772","クス",0,0,0,0,0,1,1
"3773","クラ",0,0,0,1,0,0,1
"3774","クラウンプラザホテル",0,0,0,0,0,1,1
"3775","ぐらし",0,0,1,0,0,0,1
"3776","グラス",0,0,0,0,0,1,1
"3777","グラットン",0,0,0,1,0,0,1
"3778","グラフタイプグラフタイプ",1,0,0,0,0,0,1
"3779","グランド",0,0,0,1,0,0,1
"3780","クリエィティビティ",0,0,0,1,0,0,1
"3781","クルージング",0,0,0,0,0,1,1
"3782","クルーズ",1,0,0,0,0,0,1
"3783","グルメ",1,0,0,0,0,0,1
"3784","グロ",0,0,0,1,0,0,1
"3785","ケガ",1,0,0,0,0,0,1
"3786","ゲゲゲ",0,0,1,0,0,0,1
"3787","ゲット",1,0,0,0,0,0,1
"3788","ケン",0,0,0,1,0,0,1
"3789","こいつ",0,0,0,1,0,0,1
"3790","ゴーグル",0,0,0,1,0,0,1
"3791","コト",0,0,1,0,0,0,1
"3792","コナン",0,0,1,0,0,0,1
"3793","この間",0,0,0,1,0,0,1
"3794","ゴミ",0,0,0,1,0,0,1
"3795","コミック",0,0,1,0,0,0,1
"3796","コミット",1,0,0,0,0,0,1
"3797","コミュニケーター",1,0,0,0,0,0,1
"3798","コモディティ",0,1,0,0,0,0,1
"3799","こよない",0,0,0,1,0,0,1
"3800","コラボレーション",0,0,0,0,1,0,1
"3801","ゴルフ",1,0,0,0,0,0,1
"3802","コレラ",0,0,0,1,0,0,1
"3803","コロナウイルスショック",0,0,0,1,0,0,1
"3804","コンサルティング",0,0,0,0,1,0,1
"3805","コンスタンティノープル",0,0,0,1,0,0,1
"3806","ご飯",0,0,0,0,0,1,1
"3807","サーカス",0,0,0,1,0,0,1
"3808","サージカルマスク",1,0,0,0,0,0,1
"3809","サーバー",0,0,0,1,0,0,1
"3810","サイトデザインリニューアル",0,0,0,0,1,0,1
"3811","サウナ",0,0,0,1,0,0,1
"3812","サテライト",0,0,0,0,1,0,1
"3813","サラダ",0,0,0,0,0,1,1
"3814","サラリーマン",0,0,0,1,0,0,1
"3815","さわり",1,0,0,0,0,0,1
"3816","サンプル",0,0,0,0,0,1,1
"3817","シームレス",0,0,0,1,0,0,1
"3818","ジェネレーション",1,0,0,0,0,0,1
"3819","シェフ",1,0,0,0,0,0,1
"3820","しげる",0,0,0,0,0,1,1
"3821","しこう",0,0,0,1,0,0,1
"3822","しっぽ",1,0,0,0,0,0,1
"3823","シニア",1,0,0,0,0,0,1
"3824","しのぎ",0,0,0,1,0,0,1
"3825","ジブラルタ",0,0,0,1,0,0,1
"3826","しまむら",1,0,0,0,0,0,1
"3827","ジャパン",0,0,0,1,0,0,1
"3828","シャワー",0,0,0,0,0,1,1
"3829","ジョイフル",0,0,0,0,0,1,1
"3830","ショートステイ",0,0,0,0,0,1,1
"3831","ショールーム",1,0,0,0,0,0,1
"3832","ジョギング",0,0,0,0,0,1,1
"3833","ジョブズ",0,0,0,1,0,0,1
"3834","シリコンバレー",1,0,0,0,0,0,1
"3835","シンクタンク",0,0,0,1,0,0,1
"3836","しんどい",1,0,0,0,0,0,1
"3837","スイーツ",0,0,0,0,0,1,1
"3838","スイス",0,0,0,1,0,0,1
"3839","スクープ",0,0,0,0,1,0,1
"3840","スクール",0,0,0,1,0,0,1
"3841","スクラム",0,0,0,1,0,0,1
"3842","スクリーン",0,0,0,1,0,0,1
"3843","スケール",0,0,0,0,1,0,1
"3844","スケジュール",0,0,0,0,1,0,1
"3845","スシロー",1,0,0,0,0,0,1
"3846","スターバックスコース",0,0,0,0,0,1,1
"3847","スタイルテレワーク",0,0,0,0,0,1,1
"3848","スタジオ",0,0,0,0,1,0,1
"3849","スタジオジブリ",1,0,0,0,0,0,1
"3850","スタディ",0,0,0,1,0,0,1
"3851","スタディーツアー",0,0,0,1,0,0,1
"3852","スタンダート",1,0,0,0,0,0,1
"3853","スティーブ",0,0,0,1,0,0,1
"3854","ステップ",1,0,0,0,0,0,1
"3855","ステレオ",0,0,0,1,0,0,1
"3856","ストレート",1,0,0,0,0,0,1
"3857","スナック",1,0,0,0,0,0,1
"3858","スパン",1,0,0,0,0,0,1
"3859","スピーディー",1,0,0,0,0,0,1
"3860","スペシャリスト",0,0,0,1,0,0,1
"3861","スポット",1,0,0,0,0,0,1
"3862","スマートフォンアプリ",1,0,0,0,0,0,1
"3863","スマホネイティブ",1,0,0,0,0,0,1
"3864","スライド",0,0,0,1,0,0,1
"3865","すれ違い",0,0,0,1,0,0,1
"3866","セーフティー",0,0,0,0,0,1,1
"3867","ゼネラリスト",0,0,0,1,0,0,1
"3868","セミナー",1,0,0,0,0,0,1
"3869","センサー",1,0,0,0,0,0,1
"3870","センス",0,0,0,1,0,0,1
"3871","ソウル",0,0,0,0,0,1,1
"3872","ソーシャルメディア",0,0,0,1,0,0,1
"3873","ソース",1,0,0,0,0,0,1
"3874","その間",0,0,0,1,0,0,1
"3875","そば",0,0,0,1,0,0,1
"3876","ソフトクリーム",0,0,0,0,0,1,1
"3877","ソフトハウス",0,0,0,1,0,0,1
"3878","ソフトバンク",0,0,1,0,0,0,1
"3879","ソフトバンクアカデミア",0,0,0,0,1,0,1
"3880","ターゲット",0,0,1,0,0,0,1
"3881","ダイナミック",0,0,0,0,1,0,1
"3882","タイム",0,0,0,1,0,0,1
"3883","ダイヤ",0,0,0,1,0,0,1
"3884","ダウンサイジング",0,0,0,1,0,0,1
"3885","たこ焼き",0,0,0,0,0,1,1
"3886","ただ中",1,0,0,0,0,0,1
"3887","たっぷり",0,0,0,0,1,0,1
"3888","タニタインパクト",0,0,0,1,0,0,1
"3889","たび",1,0,0,0,0,0,1
"3890","ダブル",0,0,0,1,0,0,1
"3891","たまらない",0,0,0,1,0,0,1
"3892","たやすい",1,0,0,0,0,0,1
"3893","だれ",1,0,0,0,0,0,1
"3894","ダンテ",0,0,0,1,0,0,1
"3895","チェックポイント",1,0,0,0,0,0,1
"3896","ちか",1,0,0,0,0,0,1
"3897","チャールズ",0,0,0,1,0,0,1
"3898","チャットツールビジネスツール",1,0,0,0,0,0,1
"3899","ツ",1,0,0,0,0,0,1
"3900","つき",1,0,0,0,0,0,1
"3901","つぎ",0,1,0,0,0,0,1
"3902","づくし",1,0,0,0,0,0,1
"3903","つつましい",1,0,0,0,0,0,1
"3904","つづり",0,0,0,0,0,1,1
"3905","っぱなし",1,0,0,0,0,0,1
"3906","づまり",0,0,0,0,0,1,1
"3907","つもり",0,0,0,1,0,0,1
"3908","ツリー",1,0,0,0,0,0,1
"3909","ディープ",1,0,0,0,0,0,1
"3910","デイリー",0,0,0,0,0,1,1
"3911","デイリーヤマザキ",0,0,0,0,0,1,1
"3912","テーブル",1,0,0,0,0,0,1
"3913","デザート",0,0,0,0,0,1,1
"3914","デジタルアプリ",0,0,0,1,0,0,1
"3915","デジタルトランスフォーメーション",1,0,0,0,0,0,1
"3916","デストピア",0,0,0,1,0,0,1
"3917","テナント",1,0,0,0,0,0,1
"3918","デバイス",1,0,0,0,0,0,1
"3919","デビット",1,0,0,0,0,0,1
"3920","テレビ局",0,0,0,0,1,0,1
"3921","ドイツ",0,0,0,1,0,0,1
"3922","ドゥミ",0,0,0,1,0,0,1
"3923","とうもろこし",0,0,0,1,0,0,1
"3924","トーク",0,0,0,1,0,0,1
"3925","トータル",1,0,0,0,0,0,1
"3926","ドコモ",0,0,0,1,0,0,1
"3927","トスカーナ",0,0,0,1,0,0,1
"3928","トップダウン",0,0,0,1,0,0,1
"3929","どの",1,0,0,0,0,0,1
"3930","トマト",0,0,0,1,0,0,1
"3931","ども",1,0,0,0,0,0,1
"3932","トヨタ自動車",1,0,0,0,0,0,1
"3933","トラクター",1,0,0,0,0,0,1
"3934","ドラッカー",0,0,0,1,0,0,1
"3935","ドラマ",0,0,0,1,0,0,1
"3936","トリー",0,0,1,0,0,0,1
"3937","トレーニング",1,0,0,0,0,0,1
"3938","トレンド",1,0,0,0,0,0,1
"3939","ドローン",1,0,0,0,0,0,1
"3940","ドローンパイロット",1,0,0,0,0,0,1
"3941","ドローンビジネスドローン",1,0,0,0,0,0,1
"3942","とんでも",0,0,0,1,0,0,1
"3943","ナーシングコアコーポレーション",0,0,0,1,0,0,1
"3944","なあなあ",0,0,0,1,0,0,1
"3945","なじみ",1,0,0,0,0,0,1
"3946","ナス",0,0,0,1,0,0,1
"3947","ナレーション",0,0,0,0,1,0,1
"3948","ニーズ",0,0,0,0,1,0,1
"3949","にぎやか",1,0,0,0,0,0,1
"3950","ネズミ",0,0,0,1,0,0,1
"3951","ノー",0,0,0,1,0,0,1
"3952","ノーベル",0,0,0,1,0,0,1
"3953","ノド",0,0,0,1,0,0,1
"3954","ノブ",1,0,0,0,0,0,1
"3955","ノリ",0,0,0,1,0,0,1
"3956","のれん",0,0,0,0,0,1,1
"3957","パーソナル",1,0,0,0,0,0,1
"3958","パイオニア",1,0,0,0,0,0,1
"3959","バイト",0,0,0,1,0,0,1
"3960","ハイブリット",0,0,0,1,0,0,1
"3961","ハイヤー",1,0,0,0,0,0,1
"3962","バイヤー",1,0,0,0,0,0,1
"3963","パイロット",1,0,0,0,0,0,1
"3964","パック",1,0,0,0,0,0,1
"3965","パトロール",1,0,0,0,0,0,1
"3966","パパ",0,0,0,1,0,0,1
"3967","パブリシティー",1,0,0,0,0,0,1
"3968","バラ",0,0,0,0,0,1,1
"3969","パラリンピック",1,0,0,0,0,0,1
"3970","パラレル",0,0,0,1,0,0,1
"3971","ばり",1,0,0,0,0,0,1
"3972","はるか",1,0,0,0,0,0,1
"3973","パルムドール",0,0,0,1,0,0,1
"3974","パレート",1,0,0,0,0,0,1
"3975","パワー",0,0,0,1,0,0,1
"3976","ハワイ",0,0,0,0,0,1,1
"3977","ハンズオン",0,0,0,1,0,0,1
"3978","ハンディ",1,0,0,0,0,0,1
"3979","ハンドル",1,0,0,0,0,0,1
"3980","ピーター",0,0,0,1,0,0,1
"3981","ビール",1,0,0,0,0,0,1
"3982","ビジネスフレームワーク",1,0,0,0,0,0,1
"3983","ヒストグラム",1,0,0,0,0,0,1
"3984","ピッチ",0,0,0,1,0,0,1
"3985","ヒット",0,0,0,1,0,0,1
"3986","ビデオ",0,0,1,0,0,0,1
"3987","ひと",0,0,1,0,0,0,1
"3988","ひと味",0,0,0,1,0,0,1
"3989","ひな壇",1,0,0,0,0,0,1
"3990","ビニール",1,0,0,0,0,0,1
"3991","ビフォーコロナ",0,0,0,1,0,0,1
"3992","ヒューマニズム",0,0,0,1,0,0,1
"3993","ヒロイズム",0,0,0,1,0,0,1
"3994","ピンク",1,0,0,0,0,0,1
"3995","ファー",0,0,0,1,0,0,1
"3996","ファクター",0,0,0,1,0,0,1
"3997","ファストフード",0,0,1,0,0,0,1
"3998","ファックス",0,0,0,1,0,0,1
"3999","ファミリー",1,0,0,0,0,0,1
"4000","ファミレス",0,0,1,0,0,0,1
"4001","フィードバック",1,0,0,0,0,0,1
"4002","フィールドワーク",1,0,0,0,0,0,1
"4003","フィリピン",0,0,0,1,0,0,1
"4004","フェイス",0,0,0,1,0,0,1
"4005","フェス",0,0,0,1,0,0,1
"4006","フェルナン",0,0,0,1,0,0,1
"4007","フットワーク",1,0,0,0,0,0,1
"4008","プライス",1,0,0,0,0,0,1
"4009","プライド",0,0,0,0,1,0,1
"4010","プライバシー",1,0,0,0,0,0,1
"4011","プライマリケア",0,0,0,1,0,0,1
"4012","ブラウザ",0,0,1,0,0,0,1
"4013","ブラジル",0,0,0,1,0,0,1
"4014","ブラックボックス",0,0,0,1,0,0,1
"4015","フラット",0,0,0,0,1,0,1
"4016","プラットフォーム",0,0,0,1,0,0,1
"4017","フラワー",1,0,0,0,0,0,1
"4018","ブランディング",0,0,0,0,1,0,1
"4019","ブリ",1,0,0,0,0,0,1
"4020","フリーザチルドレンジャパン",0,0,0,1,0,0,1
"4021","プリペイド",1,0,0,0,0,0,1
"4022","フルコース",0,0,0,1,0,0,1
"4023","フルタイム",0,0,0,1,0,0,1
"4024","ブレ",0,0,0,1,0,0,1
"4025","プレイヤー",1,0,0,0,0,0,1
"4026","ブレーンストーミング",1,0,0,0,0,0,1
"4027","プレゼンス",0,0,0,1,0,0,1
"4028","プレゼンテーション",1,0,0,0,0,0,1
"4029","フレックス",0,0,1,0,0,0,1
"4030","ブローデル",0,0,0,1,0,0,1
"4031","プロジェクター",0,0,0,1,0,0,1
"4032","プロダクト",1,0,0,0,0,0,1
"4033","ブロッコリー",1,0,0,0,0,0,1
"4034","プロデューサー",0,0,0,1,0,0,1
"4035","プロトタイピング",1,0,0,0,0,0,1
"4036","プロボノ",0,0,0,1,0,0,1
"4037","プロモーション",0,0,0,0,1,0,1
"4038","ペア",0,0,0,0,0,1,1
"4039","ベアー",1,0,0,0,0,0,1
"4040","ベーシック",1,0,0,0,0,0,1
"4041","ペーパー",1,0,0,0,0,0,1
"4042","ベクトル",0,0,1,0,0,0,1
"4043","ヘグロビン",0,0,0,0,1,0,1
"4044","ベスト",0,0,0,0,0,1,1
"4045","ペチュニア",1,0,0,0,0,0,1
"4046","ヘモグロビン",0,0,0,0,1,0,1
"4047","ヘルスケア",0,0,0,1,0,0,1
"4048","ペルソナ",1,0,0,0,0,0,1
"4049","ヘルパー",0,0,0,1,0,0,1
"4050","ほう",0,0,0,1,0,0,1
"4051","ボーイング",1,0,0,0,0,0,1
"4052","ポートフォリオ",0,0,0,1,0,0,1
"4053","ポートフォリオワーカー",0,0,0,1,0,0,1
"4054","ホール",0,0,0,1,0,0,1
"4055","ホールディングス",1,0,0,0,0,0,1
"4056","ボケ",1,0,0,0,0,0,1
"4057","ポスター",1,0,0,0,0,0,1
"4058","ホスピタリティ",0,0,0,1,0,0,1
"4059","ポチ",1,0,0,0,0,0,1
"4060","ポップス",0,0,1,0,0,0,1
"4061","ほどよい",0,0,0,1,0,0,1
"4062","ほとり",1,0,0,0,0,0,1
"4063","ほり",0,0,0,1,0,0,1
"4064","ポリシー",1,0,0,0,0,0,1
"4065","ホルモン",1,0,0,0,0,0,1
"4066","ホワイト",1,0,0,0,0,0,1
"4067","ぼんやり",1,0,0,0,0,0,1
"4068","マイク",1,0,0,0,0,0,1
"4069","マイナー",1,0,0,0,0,0,1
"4070","マイナポイント",1,0,0,0,0,0,1
"4071","マクロ",0,0,1,0,0,0,1
"4072","マスクテレワーク",0,0,0,1,0,0,1
"4073","マスター",1,0,0,0,0,0,1
"4074","マチカマネー",0,0,0,0,0,1,1
"4075","まちなか",0,0,0,1,0,0,1
"4076","まっすぐ",1,0,0,0,0,0,1
"4077","まつり",0,1,0,0,0,0,1
"4078","まとも",1,0,0,0,0,0,1
"4079","マトリクス",1,0,0,0,0,0,1
"4080","マトリクスタイプマトリクスタイプ",1,0,0,0,0,0,1
"4081","マドンナ",1,0,0,0,0,0,1
"4082","マネージメント",0,0,0,0,1,0,1
"4083","マネカマネー",0,0,0,0,0,1,1
"4084","まめ",0,0,0,0,0,1,1
"4085","マンション",0,0,1,0,0,0,1
"4086","ミクロ",0,0,1,0,0,0,1
"4087","みそ",1,0,0,0,0,0,1
"4088","ミニストップ",0,0,0,0,0,1,1
"4089","ミネルヴァ書房",0,0,0,1,0,0,1
"4090","みやこ",0,0,1,0,0,0,1
"4091","ムリ",0,0,0,0,0,1,1
"4092","め",1,0,0,0,0,0,1
"4093","メイド",1,0,0,0,0,0,1
"4094","メタ",0,0,0,1,0,0,1
"4095","メトロ",0,0,0,0,1,0,1
"4096","メリットデメリットメリット",1,0,0,0,0,0,1
"4097","メンタルケア",1,0,0,0,0,0,1
"4098","メンテナンス",1,0,0,0,0,0,1
"4099","メンバーシップ",0,0,0,1,0,0,1
"4100","モイストプロセッサー",0,0,0,1,0,0,1
"4101","モチ",0,0,0,1,0,0,1
"4102","もつ",0,0,0,1,0,0,1
"4103","もってのほか",0,0,0,1,0,0,1
"4104","モットー",1,0,0,0,0,0,1
"4105","もっとも",1,0,0,0,0,0,1
"4106","ものすごい",0,0,0,1,0,0,1
"4107","モバイル",1,0,0,0,0,0,1
"4108","モレ",1,0,0,0,0,0,1
"4109","もろい",1,0,0,0,0,0,1
"4110","やつ",1,0,0,0,0,0,1
"4111","やむを得ない",0,0,0,0,0,1,1
"4112","やり取り",0,1,0,0,0,0,1
"4113","ゃんおばあちゃんっ",1,0,0,0,0,0,1
"4114","やんちゃ",1,0,0,0,0,0,1
"4115","ゆかり",0,0,0,0,1,0,1
"4116","ゆるい",0,0,0,1,0,0,1
"4117","ヨーロッパ",0,0,0,1,0,0,1
"4118","ヨガ",0,0,0,0,0,1,1
"4119","ライト",1,0,0,0,0,0,1
"4120","ライドシェア",0,0,0,1,0,0,1
"4121","ライフ",0,0,0,1,0,0,1
"4122","ライフライン",1,0,0,0,0,0,1
"4123","ライム",0,0,0,0,1,0,1
"4124","ライン",0,0,1,0,0,0,1
"4125","ラインナップ",1,0,0,0,0,0,1
"4126","ラジコンヘリコプター",1,0,0,0,0,0,1
"4127","ラボ",0,0,0,1,0,0,1
"4128","ランドリー",0,0,0,1,0,0,1
"4129","ランニング",0,0,0,1,0,0,1
"4130","リ",0,0,0,1,0,0,1
"4131","リアルタイムメッセージング",0,0,1,0,0,0,1
"4132","リース",0,0,0,1,0,0,1
"4133","リーダーシップ",0,0,0,0,1,0,1
"4134","リサーチ",0,0,0,1,0,0,1
"4135","リスニング",0,0,0,1,0,0,1
"4136","リゾーツ",1,0,0,0,0,0,1
"4137","リツイート",1,0,0,0,0,0,1
"4138","リノベーショ",0,0,0,0,0,1,1
"4139","リノベーション",1,0,0,0,0,0,1
"4140","リピーター",0,0,0,0,0,1,1
"4141","リブランディング",1,0,0,0,0,0,1
"4142","リフレクション",0,0,0,1,0,0,1
"4143","リベラルアーツ",0,0,0,1,0,0,1
"4144","リモコン",1,0,0,0,0,0,1
"4145","リンダ",0,0,0,1,0,0,1
"4146","ルサンチマン",0,0,0,1,0,0,1
"4147","ルネサンス",0,0,0,1,0,0,1
"4148","レーザー",0,0,0,1,0,0,1
"4149","レクサー",0,0,0,1,0,0,1
